surface,tau,grid_size,contour_id,vertex_id,x,y
objective_level,0.05,51,2,3,488.0158056982607,822.7875036182966
objective_level,0.05,51,2,4,448.0158056982607,837.6662155160711
objective_level,0.05,51,2,5,418.6996460295451,849.8990869155382
objective_level,0.05,51,2,6,408.0158056982607,855.6243462064592
objective_level,0.05,51,2,7,368.0158056982607,878.6754386674122
objective_level,0.05,51,2,8,349.5744212444934,889.8990869155382
objective_level,0.05,51,2,9,368.0158056982607,890.2600526397317
objective_level,0.05,51,2,10,408.0158056982607,890.9676464905341
objective_level,0.05,51,2,11,448.0158056982607,891.5922988076279
objective_level,0.05,51,2,12,449.70901759035036,889.8990869155382
objective_level,0.05,51,3,0,328.61666672369364,929.8990869155382
objective_level,0.05,51,3,1,328.0158056982607,906.3425745035111
objective_level,0.05,51,3,2,298.1021180319407,929.8990869155382
objective_level,0.05,51,3,3,328.0158056982607,930.4999479409712
objective_level,0.05,51,3,4,328.61666672369364,929.8990869155382
objective_level,0.05,81,0,0,973.1598250557854,154.8990869155382
objective_level,0.05,81,0,1,973.3385093153237,129.8990869155382
objective_level,0.05,81,0,2,973.4665432092589,104.89908691553819
objective_level,0.05,81,0,3,973.5521594138008,79.89908691553819
objective_level,0.05,81,0,4,998.0158056982607,56.011689021055105
objective_level,0.05,81,0,5,999.1284078037776,54.89908691553819
objective_level,0.05,81,0,6,999.1237341557971,29.89908691553819
objective_level,0.05,81,0,7,999.0951327340558,4.8990869155381915
objective_level,0.05,81,0,8,999.0450236886633,-20.10091308446181
objective_level,0.05,81,0,9,998.9753406097507,-45.10091308446181
objective_level,0.05,81,0,10,998.0158056982607,-46.060447995951776
objective_level,0.05,81,0,11,973.4451049451314,-70.10091308446181
objective_level,0.05,81,0,12,973.3505222104981,-95.10091308446181
objective_level,0.05,81,0,13,973.2385470411645,-120.10091308446181
objective_level,0.05,81,0,14,973.1101663739628,-145.1009130844618
objective_level,0.05,81,0,15,973.0158056982607,-161.5154273097095
objective_level,0.05,81,0,16,968.0746875912066,-145.1009130844618
objective_level,0.05,81,0,17,961.6312655409022,-120.10091308446181
objective_level,0.05,81,0,18,956.3600334464262,-95.10091308446181
objective_level,0.05,81,0,19,952.2752844875798,-70.10091308446181
objective_level,0.05,81,0,20,949.3873005467053,-45.10091308446181
objective_level,0.05,81,0,21,948.0158056982607,-24.906619839680772
objective_level,0.05,81,0,22,947.737304959375,-20.10091308446181
objective_level,0.05,81,0,23,947.3108410743038,4.8990869155381915
objective_level,0.05,81,0,24,947.9407442125657,29.89908691553819
objective_level,0.05,81,0,25,948.0158056982607,30.97395111792111
objective_level,0.05,81,0,26,949.8243909562011,54.89908691553819
objective_level,0.05,81,0,27,952.8760461379766,79.89908691553819
objective_level,0.05,81,0,28,957.0511711187255,104.89908691553819
objective_level,0.05,81,0,29,962.3022912240701,129.8990869155382
objective_level,0.05,81,0,30,968.5662726568746,154.8990869155382
objective_level,0.05,81,0,31,973.0158056982607,169.9401166135743
objective_level,0.05,81,0,32,973.1598250557854,154.8990869155382
objective_level,0.05,81,1,0,573.1457115716463,804.8990869155382
objective_level,0.05,81,1,1,573.0158056982607,801.1052188807664
objective_level,0.05,81,1,2,550.9421186950883,804.8990869155382
objective_level,0.05,81,1,3,573.0158056982607,805.0289927889238
objective_level,0.05,81,1,4,573.1457115716463,804.8990869155382
objective_level,0.05,81,2,0,348.62495087058176,929.8990869155382
objective_level,0.05,81,2,1,373.0158056982607,905.4299224829812
objective_level,0.05,81,2,2,398.0158056982607,905.6995625364689
objective_level,0.05,81,2,3,423.0158056982607,905.9495321517504
objective_level,0.05,81,2,4,424.0662509344728,904.8990869155382
objective_level,0.05,81,2,5,448.0158056982607,880.7929360862024
objective_level,0.05,81,2,6,473.0158056982607,881.0152348605155
objective_level,0.05,81,2,7,474.131953643238,879.8990869155382
objective_level,0.05,81,2,8,498.0158056982607,855.7639630558009
objective_level,0.05,81,2,9,498.8806818385234,854.8990869155382
objective_level,0.05,81,2,10,523.0158056982607,830.3995036380836
objective_level,0.05,81,2,11,548.0158056982607,830.5716419426911
objective_level,0.05,81,2,12,548.6883607254135,829.8990869155382
objective_level,0.05,81,2,13,548.0158056982607,805.5099753598156
objective_level,0.05,81,2,14,523.0158056982607,811.7630651123076
objective_level,0.05,81,2,15,498.0158056982607,818.9750651779219
objective_level,0.05,81,2,16,473.0158056982607,827.0458601876982
objective_level,0.05,81,2,17,464.9313041834151,829.8990869155382
objective_level,0.05,81,2,18,448.0158056982607,836.9352594390415
objective_level,0.05,81,2,19,423.0158056982607,848.0508897351646
objective_level,0.05,81,2,20,408.45503368987556,854.8990869155382
objective_level,0.05,81,2,21,398.0158056982607,860.6172350203966
objective_level,0.05,81,2,22,373.0158056982607,874.8944994421171
objective_level,0.05,81,2,23,364.56608261897804,879.8990869155382
objective_level,0.05,81,2,24,348.0158056982607,891.2073016685671
objective_level,0.05,81,2,25,328.46331880762176,904.8990869155382
objective_level,0.05,81,2,26,323.0158056982607,909.2846278820706
objective_level,0.05,81,2,27,298.0158056982607,929.7888968084314
objective_level,0.05,81,2,28,297.88403997104564,929.8990869155382
objective_level,0.05,81,2,29,298.0158056982607,929.9008214456039
objective_level,0.05,81,2,30,323.0158056982607,930.2142874144337
objective_level,0.05,81,2,31,348.0158056982607,930.5082320878591
objective_level,0.05,81,2,32,348.62495087058176,929.8990869155382
objective_level,0.05,81,3,0,273.033023691804,954.8990869155382
objective_level,0.05,81,3,1,273.0158056982607,953.6491391400982
objective_level,0.05,81,3,2,271.72284739337323,954.8990869155382
objective_level,0.05,81,3,3,273.0158056982607,954.9163049090814
objective_level,0.05,81,3,4,273.033023691804,954.8990869155382
objective_level,0.05,121,0,0,981.4594790930523,179.8990869155382
objective_level,0.05,121,0,1,981.561336041906,163.23242024887156
objective_level,0.05,121,0,2,981.644996753203,146.56575358220493
objective_level,0.05,121,0,3,981.712737912628,129.8990869155382
objective_level,0.05,121,0,4,981.7664319709302,113.23242024887156
objective_level,0.05,121,0,5,981.8076311124771,96.56575358220493
objective_level,0.05,121,0,6,981.8376311403784,79.89908691553819
objective_level,0.05,121,0,7,981.8575206572867,63.23242024887156
objective_level,0.05,121,0,8,998.0158056982607,47.30833772018752
objective_level,0.05,121,0,9,998.7583898362432,46.565753582204934
objective_level,0.05,121,0,10,998.7544246699515,29.89908691553825
objective_level,0.05,121,0,11,998.7433783090087,13.232420248871563
objective_level,0.05,121,0,12,998.7257452888407,-3.434246417795123
objective_level,0.05,121,0,13,998.7019510251956,-20.10091308446175
objective_level,0.05,121,0,14,998.672362258322,-36.76757975112844
objective_level,0.05,121,0,15,998.6372956217273,-53.43424641779512
objective_level,0.05,121,0,16,998.0158056982607,-54.055736341261834
objective_level,0.05,121,0,17,981.738982833691,-70.10091308446181
objective_level,0.05,121,0,18,981.696600554632,-86.76757975112844
objective_level,0.05,121,0,19,981.6491365377817,-103.43424641779512
objective_level,0.05,121,0,20,981.596792811309,-120.10091308446181
objective_level,0.05,121,0,21,981.5397433031659,-136.76757975112844
objective_level,0.05,121,0,22,981.4781372179717,-153.43424641779512
objective_level,0.05,121,0,23,981.412101887436,-170.1009130844618
objective_level,0.05,121,0,24,981.3491390315942,-185.02268189935052
objective_level,0.05,121,0,25,975.9773724564646,-170.1009130844618
objective_level,0.05,121,0,26,970.4909977094666,-153.43424641779512
objective_level,0.05,121,0,27,965.5362355864805,-136.76757975112844
objective_level,0.05,121,0,28,964.6824723649274,-133.59460246903467
objective_level,0.05,121,0,29,961.3805611721283,-120.10091308446181
objective_level,0.05,121,0,30,957.7998022618656,-103.43424641779512
objective_level,0.05,121,0,31,954.7363677949619,-86.76757975112844
objective_level,0.05,121,0,32,952.1935222951616,-70.10091308446181
objective_level,0.05,121,0,33,950.173687127729,-53.43424641779512
objective_level,0.05,121,0,34,948.678344945228,-36.76757975112844
objective_level,0.05,121,0,35,948.0158056982607,-25.4828773904694
objective_level,0.05,121,0,36,947.731698438452,-20.10091308446175
objective_level,0.05,121,0,37,947.3208124027889,-3.434246417795123
objective_level,0.05,121,0,38,947.3916568667298,13.232420248871563
objective_level,0.05,121,0,39,947.9391564957206,29.89908691553825
objective_level,0.05,121,0,40,948.0158056982607,31.117087697664036
objective_level,0.05,121,0,41,949.0407776234794,46.565753582204934
objective_level,0.05,121,0,42,950.6559133128139,63.23242024887156
objective_level,0.05,121,0,43,952.7689333838637,79.89908691553819
objective_level,0.05,121,0,44,955.3686801161823,96.56575358220493
objective_level,0.05,121,0,45,958.4414476987279,113.23242024887156
objective_level,0.05,121,0,46,961.9706582785734,129.8990869155382
objective_level,0.05,121,0,47,964.6824723649274,141.13965373065915
objective_level,0.05,121,0,48,966.0658419328627,146.56575358220493
objective_level,0.05,121,0,49,970.9083319434998,163.23242024887156
objective_level,0.05,121,0,50,976.1972338144407,179.8990869155382
objective_level,0.05,121,0,51,981.3491390315942,180.0094269769964
objective_level,0.05,121,0,52,981.4594790930523,179.8990869155382
objective_level,0.05,121,1,0,314.97232661193715,946.5657535822049
objective_level,0.05,121,1,1,331.34913903159406,930.1759744057956
objective_level,0.05,121,1,2,348.01580569826075,930.3051836970856
objective_level,0.05,121,1,3,364.68247236492743,930.4287144514103
objective_level,0.05,121,1,4,365.21209990079967,929.8990869155382
objective_level,0.05,121,1,5,381.34913903159406,913.7302187462901
objective_level,0.05,121,1,6,398.0158056982607,913.8465241380604
objective_level,0.05,121,1,7,398.62990958744933,913.2324202488717
objective_level,0.05,121,1,8,414.68247236492743,897.1280498889014
objective_level,0.05,121,1,9,431.34913903159406,897.2367203153149
objective_level,0.05,121,1,10,432.02010576470394,896.5657535822049
objective_level,0.05,121,1,11,448.0158056982607,880.4949863626478
objective_level,0.05,121,1,12,464.68247236492743,880.5953444007952
objective_level,0.05,121,1,13,465.3787298501844,879.8990869155382
objective_level,0.05,121,1,14,481.34913903159406,863.8258888658786
objective_level,0.05,121,1,15,498.0158056982607,863.9168705603977
objective_level,0.05,121,1,16,498.70025600978676,863.2324202488717
objective_level,0.05,121,1,17,514.6824723649274,847.113513763092
objective_level,0.05,121,1,18,531.3491390315941,847.1934770348507
objective_level,0.05,121,1,19,531.9768624842399,846.5657535822049
objective_level,0.05,121,1,20,548.0158056982607,830.3474569336402
objective_level,0.05,121,1,21,548.4641757163627,829.8990869155382
objective_level,0.05,121,1,22,564.6824723649274,813.4539628810937
objective_level,0.05,121,1,23,581.3491390315941,813.5123839396308
objective_level,0.05,121,1,24,581.6291027223532,813.2324202488717
objective_level,0.05,121,1,25,581.3491390315941,799.6617767507424
objective_level,0.05,121,1,26,564.6824723649274,802.4447139418869
objective_level,0.05,121,1,27,548.0158056982607,805.7076776156448
objective_level,0.05,121,1,28,531.3491390315941,809.4194600962293
objective_level,0.05,121,1,29,515.9598589314272,813.2324202488717
objective_level,0.05,121,1,30,514.6824723649274,813.5896907718723
objective_level,0.05,121,1,31,498.0158056982607,818.6537811769747
objective_level,0.05,121,1,32,481.34913903159406,824.103734309859
objective_level,0.05,121,1,33,464.718716210086,829.8990869155382
objective_level,0.05,121,1,34,464.68247236492743,829.913206222646
objective_level,0.05,121,1,35,448.0158056982607,836.7506671355653
objective_level,0.05,121,1,36,431.34913903159406,843.9024394238443
objective_level,0.05,121,1,37,425.38957200015386,846.5657535822049
objective_level,0.05,121,1,38,414.68247236492743,851.8721346306208
objective_level,0.05,121,1,39,398.0158056982607,860.4052445815342
objective_level,0.05,121,1,40,392.658901787596,863.2324202488717
objective_level,0.05,121,1,41,381.34913903159406,869.8209367746347
objective_level,0.05,121,1,42,364.68247236492743,879.7537450977455
objective_level,0.05,121,1,43,364.44444565978597,879.8990869155382
objective_level,0.05,121,1,44,348.01580569826075,890.9274278897944
objective_level,0.05,121,1,45,339.7558895755401,896.5657535822049
objective_level,0.05,121,1,46,331.34913903159406,902.8644386447841
objective_level,0.05,121,1,47,317.7007069504403,913.2324202488717
objective_level,0.05,121,1,48,314.6824723649274,915.7457948048111
objective_level,0.05,121,1,49,298.01580569826075,929.7860551061359
objective_level,0.05,121,1,50,297.88328517782526,929.8990869155382
objective_level,0.05,121,1,51,281.34913903159406,945.314096551959
objective_level,0.05,121,1,52,280.0182118993419,946.5657535822049
objective_level,0.05,121,1,53,281.34913903159406,946.5774608544133
objective_level,0.05,121,1,54,298.01580569826075,946.7194091300681
objective_level,0.05,121,1,55,314.6824723649274,946.8556078292146
objective_level,0.05,121,1,56,314.97232661193715,946.5657535822049
objective_level,0.05,121,2,0,264.6902925148338,963.2324202488717
objective_level,0.05,121,2,1,264.6824723649274,962.319383601157
objective_level,0.05,121,2,2,263.8001281331892,963.2324202488717
objective_level,0.05,121,2,3,264.6824723649274,963.2402403987782
objective_level,0.05,121,2,4,264.6902925148338,963.2324202488717
objective_level,0.05,161,0,0,985.7165353375458,167.3990869155382
objective_level,0.05,161,0,1,985.7648865409291,154.8990869155382
objective_level,0.05,161,0,2,985.8063041134004,142.3990869155382
objective_level,0.05,161,0,3,985.8414263339032,129.8990869155382
objective_level,0.05,161,0,4,985.8708059955846,117.39908691553819
objective_level,0.05,161,0,5,985.8949239019317,104.89908691553819
objective_level,0.05,161,0,6,985.9141998858736,92.39908691553819
objective_level,0.05,161,0,7,985.9290018654358,79.89908691553819
objective_level,0.05,161,0,8,985.9396533313558,67.39908691553819
objective_level,0.05,161,0,9,998.0158056982607,55.45538796829665
objective_level,0.05,161,0,10,998.5721067510192,54.89908691553819
objective_level,0.05,161,0,11,998.5725207210071,42.39908691553819
objective_level,0.05,161,0,12,998.5697699270288,29.89908691553819
objective_level,0.05,161,0,13,998.5640330089435,17.39908691553819
objective_level,0.05,161,0,14,998.5554692161583,4.8990869155381915
objective_level,0.05,161,0,15,998.5442207366472,-7.6009130844618085
objective_level,0.05,161,0,16,998.5304146934619,-20.10091308446181
objective_level,0.05,161,0,17,998.5141648622925,-32.60091308446181
objective_level,0.05,161,0,18,998.4955731540057,-45.10091308446181
objective_level,0.05,161,0,19,998.4747308983531,-57.60091308446181
objective_level,0.05,161,0,20,998.0158056982607,-58.05983828455424
objective_level,0.05,161,0,21,985.8455260707753,-70.10091308446181
objective_level,0.05,161,0,22,985.8216091794628,-82.60091308446181
objective_level,0.05,161,0,23,985.7955621256775,-95.10091308446181
objective_level,0.05,161,0,24,985.7674500630413,-107.60091308446181
objective_level,0.05,161,0,25,985.7373312655773,-120.10091308446181
objective_level,0.05,161,0,26,985.705257769063,-132.6009130844618
objective_level,0.05,161,0,27,985.6712759351043,-145.1009130844618
objective_level,0.05,161,0,28,985.6354269481635,-157.6009130844618
objective_level,0.05,161,0,29,985.5158056982607,-157.7205343343647
objective_level,0.05,161,0,30,973.0158056982607,-161.71379021172763
objective_level,0.05,161,0,31,971.6943754805002,-157.6009130844618
objective_level,0.05,161,0,32,967.934114495464,-145.1009130844618
objective_level,0.05,161,0,33,964.4686098109698,-132.6009130844618
objective_level,0.05,161,0,34,961.3004342337972,-120.10091308446181
objective_level,0.05,161,0,35,960.5158056982607,-116.71907743317072
objective_level,0.05,161,0,36,958.5476036464588,-107.60091308446181
objective_level,0.05,161,0,37,956.1261250266783,-95.10091308446181
objective_level,0.05,161,0,38,953.9943193671511,-82.60091308446181
objective_level,0.05,161,0,39,952.1533512028526,-70.10091308446181
objective_level,0.05,161,0,40,950.6041100796102,-57.60091308446181
objective_level,0.05,161,0,41,949.3471877412316,-45.10091308446181
objective_level,0.05,161,0,42,948.3828534983173,-32.60091308446181
objective_level,0.05,161,0,43,948.0158056982607,-25.832781109938658
objective_level,0.05,161,0,44,947.7288469413605,-20.10091308446181
objective_level,0.05,161,0,45,947.371730202397,-7.6009130844618085
objective_level,0.05,161,0,46,947.2889030429477,4.8990869155381915
objective_level,0.05,161,0,47,947.4785433748056,17.39908691553819
objective_level,0.05,161,0,48,947.9383487082544,29.89908691553819
objective_level,0.05,161,0,49,948.0158056982607,31.201963326527576
objective_level,0.05,161,0,50,948.7084170812145,42.39908691553819
objective_level,0.05,161,0,51,949.7664157317713,54.89908691553819
objective_level,0.05,161,0,52,951.103789828518,67.39908691553819
objective_level,0.05,161,0,53,952.7163629405337,79.89908691553819
objective_level,0.05,161,0,54,954.5992239709954,92.39908691553819
objective_level,0.05,161,0,55,956.7466596520497,104.89908691553819
objective_level,0.05,161,0,56,959.1520798215971,117.39908691553819
objective_level,0.05,161,0,57,960.5158056982607,123.72123180604643
objective_level,0.05,161,0,58,961.9040067814009,129.8990869155382
objective_level,0.05,161,0,59,965.0217218153458,142.3990869155382
objective_level,0.05,161,0,60,968.3959060588329,154.8990869155382
objective_level,0.05,161,0,61,972.0158836068262,167.3990869155382
objective_level,0.05,161,0,62,973.0158056982607,170.55799414261583
objective_level,0.05,161,0,63,985.5158056982607,167.59981655482315
objective_level,0.05,161,0,64,985.7165353375458,167.3990869155382
objective_level,0.05,161,1,0,285.6050036199573,954.8990869155382
objective_level,0.05,161,1,1,298.0158056982607,942.4870356121314
objective_level,0.05,161,1,2,310.5158056982607,942.564680470768
objective_level,0.05,161,1,3,323.0158056982607,942.6399120301824
objective_level,0.05,161,1,4,323.2566308129049,942.3990869155382
objective_level,0.05,161,1,5,335.5158056982607,930.1313810103072
objective_level,0.05,161,1,6,348.0158056982607,930.2036595016988
objective_level,0.05,161,1,7,360.5158056982607,930.2735426159028
objective_level,0.05,161,1,8,360.8902613986253,929.8990869155382
objective_level,0.05,161,1,9,373.0158056982607,917.7570651981783
objective_level,0.05,161,1,10,385.5158056982607,917.8239215515893
objective_level,0.05,161,1,11,385.94064033431175,917.3990869155382
objective_level,0.05,161,1,12,398.0158056982607,905.2993247260035
objective_level,0.05,161,1,13,410.5158056982607,905.3630455693158
objective_level,0.05,161,1,14,423.0158056982607,905.4243095336442
objective_level,0.05,161,1,15,423.5410283163668,904.8990869155382
objective_level,0.05,161,1,16,435.5158056982607,892.8898328471453
objective_level,0.05,161,1,17,448.0158056982607,892.9477269845213
objective_level,0.05,161,1,18,448.56444576724385,892.3990869155382
objective_level,0.05,161,1,19,460.5158056982607,880.4028998583037
objective_level,0.05,161,1,20,473.0158056982607,880.4571608880268
objective_level,0.05,161,1,21,473.57387967074936,879.8990869155382
objective_level,0.05,161,1,22,485.5158056982607,867.9004683062906
objective_level,0.05,161,1,23,486.017187089013,867.3990869155382
objective_level,0.05,161,1,24,498.0158056982607,855.3315249856695
objective_level,0.05,161,1,25,510.5158056982607,855.3802343024091
objective_level,0.05,161,1,26,510.9969530851317,854.8990869155382
objective_level,0.05,161,1,27,523.0158056982607,842.7954186257084
objective_level,0.05,161,1,28,535.5158056982607,842.8391809066754
objective_level,0.05,161,1,29,535.955899689398,842.3990869155382
objective_level,0.05,161,1,30,548.0158056982607,830.2353644291146
objective_level,0.05,161,1,31,548.3520832118371,829.8990869155382
objective_level,0.05,161,1,32,560.5158056982607,817.6115703885464
objective_level,0.05,161,1,33,573.0158056982607,817.6463133960425
objective_level,0.05,161,1,34,573.263032178765,817.3990869155382
objective_level,0.05,161,1,35,585.5158056982607,804.9948216861007
objective_level,0.05,161,1,36,585.6115404688233,804.8990869155382
objective_level,0.05,161,1,37,585.5158056982607,799.0628533005208
objective_level,0.05,161,1,38,573.0158056982607,800.9209298719015
objective_level,0.05,161,1,39,560.5158056982607,803.0485472097993
objective_level,0.05,161,1,40,550.8022858911789,804.8990869155382
objective_level,0.05,161,1,41,548.0158056982607,805.4834977503914
objective_level,0.05,161,1,42,535.5158056982607,808.3558273093043
objective_level,0.05,161,1,43,523.0158056982607,811.4746419351636
objective_level,0.05,161,1,44,510.5158056982607,814.8271784405703
objective_level,0.05,161,1,45,501.51343147185116,817.3990869155382
objective_level,0.05,161,1,46,498.0158056982607,818.4903234352719
objective_level,0.05,161,1,47,485.5158056982607,822.6037573491722
objective_level,0.05,161,1,48,473.0158056982607,826.9233144793858
objective_level,0.05,161,1,49,464.7733584128816,829.8990869155382
objective_level,0.05,161,1,50,460.5158056982607,831.568935634314
objective_level,0.05,161,1,51,448.0158056982607,836.6599286955693
objective_level,0.05,161,1,52,435.5158056982607,841.9273910407131
objective_level,0.05,161,1,53,434.43143998393555,842.3990869155382
objective_level,0.05,161,1,54,423.0158056982607,847.7692896071458
objective_level,0.05,161,1,55,410.5158056982607,853.8063356674476
objective_level,0.05,161,1,56,408.31055596157114,854.8990869155382
objective_level,0.05,161,1,57,398.0158056982607,860.4006591442767
objective_level,0.05,161,1,58,385.5158056982607,867.2176247557411
objective_level,0.05,161,1,59,385.1900904066321,867.3990869155382
objective_level,0.05,161,1,60,373.0158056982607,874.69580712061
objective_level,0.05,161,1,61,364.471559332819,879.8990869155382
objective_level,0.05,161,1,62,360.5158056982607,882.4878709947741
objective_level,0.05,161,1,63,348.0158056982607,890.7900562388844
objective_level,0.05,161,1,64,345.6279228118857,892.3990869155382
objective_level,0.05,161,1,65,335.5158056982607,899.7065396603425
objective_level,0.05,161,1,66,328.4086426620003,904.8990869155382
objective_level,0.05,161,1,67,323.0158056982607,909.1212374870343
objective_level,0.05,161,1,68,312.54285774467303,917.3990869155382
objective_level,0.05,161,1,69,310.5158056982607,919.1148730448391
objective_level,0.05,161,1,70,298.0158056982607,929.7846051389375
objective_level,0.05,161,1,71,297.8829008254586,929.8990869155382
objective_level,0.05,161,1,72,285.5158056982607,941.2889902813548
objective_level,0.05,161,1,73,284.31855686765357,942.3990869155382
objective_level,0.05,161,1,74,273.0158056982607,953.5996844427385
objective_level,0.05,161,1,75,271.7122837936883,954.8990869155382
objective_level,0.05,161,1,76,273.0158056982607,954.9076959123098
objective_level,0.05,161,1,77,285.5158056982607,954.9882848372348
objective_level,0.05,161,1,78,285.6050036199573,954.8990869155382
